Name;Energy;Fats;Carbs;Proteins;Fiber;Sugars;Water
Tavoletta di frutta e nocciole;390;9.52;73.81;2.31;2.4;45.95;13.88
Tequila sunrise;110;0.1;11.3;0.3;0;78.8;0.1
The;1;0;0.3;0;0;0;99.7
The deteinato;1;0;0.3;0;0;0;99.7
The istantaneo in polvere;315;0;58.66;20.21;8.5;5.53;5.09
The istantaneo in polvere, al limone, non zuccherato;345;0.18;78.52;7.4;5;4.52;4.3
The istantaneo in polvere, preparato;1;0;0.17;0.06;0;0.02;99.62
The istantaneo zuccherato al limone;385;0.3;97.6;0.6;0;0.3;1.1
The istantaneo, in polvere, deteinato;315;0;58.66;20.21;8.5;5.53;5.09
The nestea al limone;36;0;9.09;0;0;9.09;91.18
Timo essiccato;276;7.43;63.94;9.11;37;1.71;7.79
Timo fresco;101;1.68;24.45;5.56;14;65.11;3.2
Tinca;79;0.5;0.9;17.9;0;78.5;0
Toffee;560;32.75;64.72;1.07;0;63.47;0.55
Tofu;145;8.72;4.27;15.78;2.3;69.83;1.4
Tofu, fritto;271;20.18;10.49;17.19;3.9;2.72;50.52
Tonno;103;1.01;0;22;0;70.58;1.3
Tonno in salamoia, sgocciolato;116;0.82;0;25.51;0;0;74.51
Tonno pinne gialle, cotto;130;0.59;0;29.15;0;0;68.98
Tonno sottolio, senza sale;198;8.21;0;29.13;0;59.83;2.76
Tonno sottolio, sgocciolato;198;8.21;0;29.13;0;0;59.83
Tonno, cotto;184;6.28;0;29.91;0;59.09;1.51
Tonno, pinna blu;144;4.9;0;23.33;0;0;68.09
Tonno, pinna gialla;109;0.49;0;24.4;0;0;74.03
Topping al caramello;252;0.1;65.9;1.5;0.9;32;0.5
Topping all'ananas;253;0.1;66.4;0.1;0.4;21.01;33
Topping alla fragola;254;0.1;66.3;0.2;0.7;27.38;33
Torrone alle mandorle;398;1.67;92.39;3.33;3.3;83.33;2.15
Torta al caffè;339;15.2;44.3;7;1;32.2;1.2
Torta al cioccolato;367;16.4;54.6;4.1;2.8;22.9;1.7
Torta al formaggio;274;12.7;35.5;5.5;1.9;44.2;2
Torta all'ananas;319;12.1;50.5;3.5;0.8;32.3;1.7
Torta alla carota;415;9.8;79.2;5.1;3.6;2.4;172
Torta alla crema;252;8.5;42.9;2.4;1.4;36.11;45.4
Torta alla frutta;324;9.1;61.6;2.9;3.7;29.84;25.3
Torta alla pesca;223;10;32.9;1.9;0.8;6.19;54.4
Torta alla zucca, confezionata;243;9.75;34.83;3.9;1.8;18.88;50.39
Torta alla zucca, confezionata;243;9.75;34.83;3.9;1.8;18.88;50.39
Torta alla zucca, fatta in casa;204;9.3;26.4;4.5;58.5;1.3;94
Torta ciliegia e cioccolato;264;12.5;38;2.4;1.2;32.94;46.1
Torta con crema e cioccolato;399;15.93;60.31;3.63;3.2;37.76;18.57
Torta di caffè alla frutta;311;10.2;51.5;5.2;2.5;31.7;1.2
Torta di mele;265;12.5;37.1;2.4;47.3;0.8;7
Tortellini ripieni al formaggio;307;7.23;47;13.5;1.9;0.95;30.5
Tortillas;218;2.85;44.64;5.7;6.3;0.88;45.89
Triglia;117;3.79;0;19.35;0;0;77.01
Trippa di manzo, bollita;94;4.05;1.99;11.71;0;0;81.65
Trippa di manzo, cruda;85;3.69;0;12.07;0;0;84.16
Triticale;336;2.09;72.13;13.05;10.51;2.23;37
Trota;148;6.61;0;20.77;0;0;71.42
Trota di mare;104;3.61;0;16.74;0;78.09;1.26
Trota, cotta;168;7.38;0;23.8;0;0;68.72
Twix;502;24.85;64.8;4.91;1.1;48.25;4.23
Uova di anatra;185;13.77;1.45;12.81;0;0.93;70.83
Uova di coregone;104;2.88;4.89;14.66;0;0;76.24
Uova di pesce;143;6.42;1.5;22.32;0;0;67.73
Uova di pesce, disidratate;204;8.23;1.92;28.62;0;58.63;1.76
Uova di quaglia;158;11.09;0.41;13.05;0;0.4;74.35
Uovo di gallina, albume;52;0.17;0.73;10.9;0;0.71;87.57
Uovo di gallina, fritto;196;14.84;0.83;13.61;0;0.4;69.47
Uovo di gallina, intero;143;9.51;0.72;12.56;0;0.37;76.15
Uovo di gallina, intero, sodo o alla coque;155;10.61;1.12;12.58;0;1.12;74.62
Uovo di oca;185;13.27;1.35;13.87;0;0.94;70.43
Uovo di tacchino;171;11.88;1.15;13.68;0;72.5;0.79
Uovo in camicia;138;9.47;0.71;12.51;0;0.37;75.85
Uovo strapazzato;149;10.98;1.61;9.99;0;1.43;76.4
Uovo, in polvere;594;40.95;4.95;47.35;0;3.08;3.1
Uovo, sostituto in polvere;444;13;21.8;55.5;0;21.8;3.86
Uovo, tuorlo;322;26.54;3.59;15.86;0;0.56;52.31
Uovo, tuorlo essiccato;666;55.8;3.6;34.25;0;3.6;2.95
Uva;69;0.16;18.1;0.72;0.9;15.48;80.54
Uva passa, bianca e rossa;56;0.2;13.8;1.4;4.3;7.37;83.95
Uva secca;299;0.46;79.18;3.07;3.7;59.19;15.43
Uva spina in barattolo, con sciroppo;73;0.2;18.75;0.65;2.4;80.1;0.29
Vaniglia, estratto;288;0.06;12.65;0.06;0;12.65;52.58
Vino bianco da tavola;82;0;2.6;0.07;0;0.96;86.86
Vino bianco, chenin blanc;80;0;3.31;0.07;86.78;0.22;9.6
Vino bianco, fume blanc;82;0;2.27;0.07;86.98;0.17;10.5
Vino bianco, gewurztraminer;81;0;2.6;0.07;87.03;0.17;10.1
Vino bianco, late harvest;112;0;13.39;0.07;77.76;0.27;8.5
Vino bianco, moscato;82;0;5.23;0.07;85.69;0.21;8.8
Vino bianco, muller thurgau;76;0;3.48;0.07;87.28;0.15;9
Vino bianco, pinot bianco;81;0;1.94;0.07;87.14;0.24;10.6
Vino bianco, pinot grigio;83;0;2.06;0.07;86.98;0.16;10.7
Vino bianco, riesling;80;0;3.74;0.07;86.56;0.17;9.5
Vino bianco, sauvignon blanc;81;0;2.05;0.07;87.16;0.18;10.5
Vino bianco, semillon;82;0;3.12;0.07;86.54;0.21;10.1
Vino da tavola comune;83;0;2.72;0.07;0;0.79;86.58
Vino rosso da tavola;85;0;2.61;0.07;0;0.62;86.49
Vino rosso, barbera;85;0;2.79;0.07;86.29;0.23;10.6
Vino rosso, burgundy;86;0;3.69;0.07;85.62;0.34;10.3
Vino rosso, cabernet franc;83;0;2.45;0.07;86.59;0.27;10.6
Vino rosso, cabernet suavignon;83;0;2.6;0.07;86.56;0.29;10.5
Vino rosso, carignane;74;0;2.4;0.07;87.88;0.31;9.3
Vino rosso, claret;83;0;3.01;0.07;86.38;0.29;10.2
Vino rosso, gamay;78;0;2.38;0.07;87.49;0.21;9.8
Vino rosso, lemberger;80;0;2.46;0.07;87.02;0.25;10.2
Vino rosso, merlot;83;0;2.51;0.07;0;0.62;86.59
Vino rosso, mouvedre;88;0;2.64;0.07;85.81;0.29;11.2
Vino rosso, petite sirah;85;0;2.68;0.07;86.22;0.31;10.7
Vino rosso, pinot nero;82;0;2.31;0.07;86.94;0.25;10.4
Vino rosso, sangiovese;86;0;2.62;0.07;86.17;0.26;10.9
Vino rosso, syrah;83;0;2.58;0.07;86.53;0.32;10.5
Vino rosso, zinfandel;88;0;2.86;0.07;85.71;0.27;11.1
Vitello, coscia e spalla, cruda;109;2.5;0;20.27;0;76.39;1.1
Vitellone (macell. 12 mesi), grassa;152;7.81;0;19.07;0;0;71.85
Vitellone (macell. 12 mesi), magra;110;2.59;0;20.2;0;75.94;1.09
Vodka;231;0;0;0;0;0;66.6
Vongole;86;0.96;3.57;14.67;0;0;78.98
Vongole, in barattolo;2;0.02;0.1;0.4;0;0;97.7
Wafer al cioccolato;433;14.2;72.4;6.6;3.4;29.66;4.5
Wafer alla crema;502;23.24;70.64;3.84;1.6;42.95;1.66
Wafer alla crema, dietetici;502;25.7;66;3.1;4.4;0.9;53
Wafer alla vaniglia;473;19.4;71.1;4.3;2;4.2;1
Wafer alla vaniglia, dietetici;441;15.2;73.6;5;1.9;37.5;5.1
Wafer alla vaniglia, dietetici;441;15.2;73.6;5;1.9;37.5;5.1
Wasabi;109;0.63;23.54;4.8;7.8;69.11;1.92
Whiskey sour;119;0;13.4;0;0.1;76.9;0.1
Whisky;250;0;0.1;0;0;0.1;63.9
Whopper con formaggio, Burger King;250;15.33;16.7;11.19;1;4.11;54.92
Whopper senza formaggio, Burger King;233;12.84;18.55;10.74;1.8;4.22;56.43
Wurstel larghi viennesi, crudi;307;27.7;3.2;11.1;0;0;55.3
Wurstel viennesi, crudi;230;17.2;2.59;15.27;0;2.35;60.97
Yogurt al cioccolato;112;0;23.53;3.53;1.2;14.97;71.57
Yogurt alla vaniglia;85;1.25;13.8;4.93;0;13.8;79
Yogurt aromatizzato con frutta;99;1.15;18.64;3.98;0;18.64;75.3
Yogurt da latte intero;61;3.25;4.66;3.47;0;4.66;87.9
Yogurt da latte parzialmente scremato;43;0.18;7.5;3.86;0;7.5;87.43
Yogurt di tofu;94;1.8;15.96;3.5;0.2;1.24;77.5
Yogurt freddo al cioccolato;127;3.6;21.6;3;2.3;19.24;71.2
Yogurt freddo alla vaniglia;159;5.6;24.2;4;0;24;65.3
Yogurt greco da latte intero;115;9.1;2;6.4;0;78.5;0
Zafferano;310;5.85;65.37;11.43;3.9;11.9;5.45
Zampa di maiale;212;12.59;0;23.16;0;0;64.99
Zampe di gallina, bollite;215;14.6;0.2;19.4;0;0;65.8
Zenzero;80;0.75;17.77;1.82;2;1.7;78.89
Zenzero macinato;335;4.24;71.62;8.98;14.1;3.39;9.94
Zucca gialla;26;0.1;6.5;1;0.5;1.36;91.6
Zucca in barattolo, con sale;34;0.28;8.09;1.1;2.9;3.3;89.97
Zucca in barattolo, senza sale;34;0.28;8.09;1.1;2.9;3.3;89.97
Zucca, lessa;20;0.07;4.9;0.72;1.1;1.02;93.69
Zucchero (saccarosio);387;0;99.98;0;0;99.8;0.02
Zucchero a velo;389;0;99.77;0;0;97.81;0.23
Zucchero di canna;380;0;98.09;0.12;0;97.02;1.34
Zucchine;21;0.4;3.11;2.71;1.1;92.73;1.05
Zucchine bollite, con sale;15;0.36;2.69;1.14;1;1.71;95.22
Zucchine bollite, senza sale;15;0.36;2.69;1.14;1;1.71;95.22
Zucchine indiane, bollite;16;0.15;3.22;0.31;1.5;2.02;96.21
Zucchine indiane, crude;26;0.2;5.64;0.52;3.54;93.35;0
Zuccotto confezionato;289;2.7;61.1;5.4;0.5;36.66;29.7
Zuccotto fatto in casa;297;4.3;57.7;7.3;29.4;1.3;42
Zuppa di fagioli e carne di suino;63;2.16;8.31;2.88;2.9;1.47;85.35
Zuppa di formaggio;121;8.15;8.19;4.22;0.8;0.6;77.15
Zuppa di lenticchie e prosciutto;56;1.12;8.16;3.74;85.75;1.24;17
Zuppa di manzo e funghi;69;2.3;9.58;4.3;0.2;0.84;83.3
Zuppa di miso;199;6.01;26.47;11.69;5.4;6.2;43.02
Zuppa di patate;343;3.1;76.14;9.2;7.6;10;5.8
Zuppa di pesce (Alaska);72;2.2;5.6;7.4;84;0.8;35
Zuppa di piselli;125;2.23;20.18;6.54;3.9;6.52;68.54
Zuppa di pollo;198;4.7;23.5;14.6;0;0;2.5
Zuppa di pollo e funghi;80;4.4;7.1;3;1.4;84.2;1.3
Zuppa di pollo e verdure;31;1.18;3.56;1.5;0.4;0.54;92.64
Zuppa di pollo, per l'infanzia;50;1.7;7.2;1.6;1.1;1.72;89.1
Zuppa di tacchino;55;1.59;6.88;3.11;0.6;0.41;86.37
Zuppa fagioli e pancetta;117;2.1;18;6.5;4.6;70.9;2.5
